Topic,Count,assigned_group,best_score,confidence,Name,Representation,Representative_Docs
942,43,4.3 Giá cả và Khuyến mãi,19.0,cao,942_hàng đắt_giá đắt_đắt xíu_đắt mỗi,"['hàng đắt', 'giá đắt', 'đắt xíu', 'đắt mỗi', 'bán đắt', 'đắt mua', 'đắt giá', 'đắt', 'đắt so', 'mua đắt']","['đắt tý trang đà không bảo hiểm tá các bạn trẻ yêu cầu giấy hay bên trong chứa chất gây nghiện mua', 'giá ổn so nơi khác chỉ tội giao hàng đắt', 'hàng giao từ hcm về hn mua lỉnh kỉnh nhiều món phí cao làm rén không dám đặt']"
953,42,4.3 Giá cả và Khuyến mãi,11.0,cao,953_tỷ đồng_từ triệu_tỷ giá_triệu đồng,"['tỷ đồng', 'từ triệu', 'tỷ giá', 'triệu đồng', 'hơn tỷ', 'hàng triệu', 'triệu', 'nghìn', 'tỉ', 'tổng giá']","['gđxh lật mặt lý hải đạt hơn 463 tỷ đồng', 'nếu không làm phải nôn ra 20 tỷ won', 'nếu nước thu đủ 20 tỷ won tiền thuế giúp bao nhiêu lao động bình thường thở phào']"
973,42,4.3 Giá cả và Khuyến mãi,12.0,cao,973_nhận xét_giá chất_lượng tính_performance,"['nhận xét', 'giá chất', 'lượng tính', 'performance', 'lượng sau', 'xét', 'lượng dùng', 'dùng sau', 'sau chất', 'lượng vào']","['chất lượng đánh giá sau', 'chất lượng đánh giá sau', 'chất lượng đánh giá sau']"
981,42,4.3 Giá cả và Khuyến mãi,12.0,cao,981_lượng chưa_giá chất_chưa thử_chưa đánh,"['lượng chưa', 'giá chất', 'chưa thử', 'chưa đánh', 'thử chất', '', '', '', '', '']","['chưa đánh giá chất lượng', 'chưa đánh giá chất lượng', 'chưa đánh giá chất lượng']"
998,41,4.3 Giá cả và Khuyến mãi,24.0,cao,998_mua giá_giá sale_đợt sale_mua đợt,"['mua giá', 'giá sale', 'đợt sale', 'mua đợt', 'sale đặt', 'đặt mua', 'mua ngay', 'sale off', 'canh sale', 'mua mua']","['mua giá sale', 'mua giá sale', 'mua giá sale']"
1013,41,4.3 Giá cả và Khuyến mãi,12.0,cao,1013_giá thành_chất_lượng_tốt giá_lượng giá_lý giá,"['giá thành', 'chất_lượng_tốt giá', 'lượng giá', 'lý giá', 'lượng chất_lượng_tốt', 'lý chất_lượng_tốt', 'mức giá', 'lại giá', 'nhận giá', 'lượng giá_hợp_lý']","['giá hợp lý so chất lượng', 'giá hợp lý so chất lượng', 'giá hợp lý so chất lượng']"
1033,40,4.3 Giá cả và Khuyến mãi,12.0,cao,1033_livestream giá_trên livestream_livestream_live stream,"['livestream giá', 'trên livestream', 'livestream', 'live stream', 'trên live', 'live giá_tốt', 'live giá', 'live', 'các kênh', 'mạng xã']","['mua lúc shop livestream', 'dùng lại ảnh mua đợt 1 săn sale trong livestream mukbang', 'mua trên livestream']"
1040,40,4.3 Giá cả và Khuyến mãi,12.0,cao,1040_nhanh giá_tốt_nhanh mua_giá_tốt mua_mua giá_tốt,"['nhanh giá_tốt', 'nhanh mua', 'giá_tốt mua', 'mua giá_tốt', 'nhanh giá', 'giá_tốt phải', 'giá ổn', 'giá_tốt ngon', 'đáng mua', 'ổn giá']","['chuẩn bị hàng nhanh giao đủ giá_tốt mua lại', 'giao hàng nhanh đáng để mua', 'giao hàng nhanh đáng để mua']"
1049,40,4.3 Giá cả và Khuyến mãi,11.0,cao,1049_chất_lượng_tốt chưa_đánh giá_tốt_lượng ổn_lượng tốt,"['chất_lượng_tốt chưa', 'đánh giá_tốt', 'lượng ổn', 'lượng tốt', 'biết chất_lượng_tốt', 'lượng ngon', 'chất_lượng_tốt biết', 'ngon chưa', 'giá_tốt chưa', 'tốt chưa']","['chưa biết chất lượng sao', 'chưa biết chất lượng sao', 'chưa biết chất lượng sao']"
1052,40,4.3 Giá cả và Khuyến mãi,42.0,cao,1052_hương_vị mua_thơm_ngon mua_vui thơm_ngon_hương_vị nhiều,"['hương_vị mua', 'thơm_ngon mua', 'vui thơm_ngon', 'hương_vị nhiều', 'hương_vị giá', 'bún thơm', 'thơm ăn', 'vị hương', 'tả hương_vị', 'nưa hương_vị']","['hương vị vui thơm_ngon mua shop nhiều lần sản phẩm', 'hương vị vui thơm_ngon mua shop nhiều lần sản phẩm', 'hương vị vui thơm_ngon mua shop nhiều lần sản phẩm']"
1073,39,4.3 Giá cả và Khuyến mãi,12.0,cao,1073_giảm thèm_thèm ăn_cơn thèm_giác thèm,"['giảm thèm', 'thèm ăn', 'cơn thèm', 'giác thèm', 'ăn đói', 'đói', 'độ ăn', 'ăn bớt', 'giảm cảm', 'ăn nhanh']","['giảm cảm giác thèm ăn', 'giảm cảm giác thèm ăn', 'giảm cảm giác thèm ăn']"
1087,39,4.3 Giá cả và Khuyến mãi,12.0,cao,1087_hàng shopee_shopee_mua ngon_ngon ủng,"['hàng shopee', 'shopee', 'mua ngon', 'ngon ủng', 'salon', 'bún ngon', 'nếu giá_tốt', 'shopee express', 'gì mua', 'ngon xuất']","['ủng hộ shop nếu ngon', 'ủng hộ shop nếu ngon', 'ngon ủng hộ shop tiếp vui']"
1092,39,4.3 Giá cả và Khuyến mãi,5.0,thấp,1092_phẩm đẹp_đồ đẹp_lượng đẹp_hàng đẹp,"['phẩm đẹp', 'đồ đẹp', 'lượng đẹp', 'hàng đẹp', 'đẹp giá', 'đẹp chuẩn', 'đẹp giá_tốt', 'đều đẹp', 'đẹp trong', 'to đẹp']","['hàng đẹp chất lượng', 'hàng đẹp chất lượng đáng mua', 'hàng đẹp chất lượng đáng mua']"
1109,38,4.3 Giá cả và Khuyến mãi,12.0,cao,1109_giá phải_dùng giá_giá thành_giá khuyến,"['giá phải', 'dùng giá', 'giá thành', 'giá khuyến', 'ưng giá', 'phí', 'chi phí', 'lý giá', 'giá lại', 'phẩm mức']","['giá thành hợp lý', 'giá thành hợp lý', 'giá thành hợp lý']"
1120,38,4.3 Giá cả và Khuyến mãi,11.0,cao,1120_giá chất_lượng tốt_chuẩn chất_hưởng chất,"['giá chất', 'lượng tốt', 'chuẩn chất', 'hưởng chất', 'hàng chuẩn', 'lại tốt', 'lòng chất', 'chất chất', 'ưng chất', 'gì chất']","['chất lượng không phải bàn', 'chất lượng không đổi', 'chất lượng không đổi']"
1156,37,4.3 Giá cả và Khuyến mãi,11.0,cao,1156_mỗi tội_tội nhiều_tội đóng_tội giá,"['mỗi tội', 'tội nhiều', 'tội đóng', 'tội giá', 'phạt', 'tội phải', 'tội', 'án', 'tội giao', 'đủ mỗi']","['hàng giao đúng đủ mỗi tội đóng đơn lâu 1 chút', 'đi bảo nó làm tang vật chất thống rằng không bằng một tay thể thiếu trên bị phạt kíp trực tiếp ba năm 2013 những gì xã nhỉ đức phật về cơ sở', 'mỗi tội giao hàng phủ lý dạo làm ăn chán']"
1207,36,4.3 Giá cả và Khuyến mãi,12.0,cao,1207_ổn giá_giá ổn_so giá_giá vậy,"['ổn giá', 'giá ổn', 'so giá', 'giá vậy', 'giá thế', 'tầm giá', 'ổn tầm', 'giá hời', 'lại giá', 'chút giá']","['ổn trong tầm giá', 'ổn trong tầm giá', 'ổn trong tầm giá']"
1252,35,4.3 Giá cả và Khuyến mãi,12.0,cao,1252_trẻ ăn_ăn trẻ_ăn để_thích ăn,"['trẻ ăn', 'ăn trẻ', 'ăn để', 'thích ăn', 'thể ăn', 'ăn bữa', 'nhỏ ăn', 'ăn ngonn', 'ăn uống', 'ăn nếu']","['các bé thích ăn', 'mấy đứa nhỏ khen ngon thích ăn', 'giúp trẻ ăn ngon']"
1253,35,4.3 Giá cả và Khuyến mãi,12.0,cao,1253_chất_lượng_tốt giá_ổn giá_giá chất_giá thành,"['chất_lượng_tốt giá', 'ổn giá', 'giá chất', 'giá thành', 'hợp giá', 'giá phải', 'đáng tiền', 'lượng giá', 'so giá', 'tầm giá']","['chất lượng sản phẩm ổn so giá tiền', 'chất lượng sản phẩm ổn so giá tiền', 'hợp lý giá tiền chất lượng sản phẩm ổn']"
1269,35,4.3 Giá cả và Khuyến mãi,12.0,cao,1269_giá thành_hợp chất_hợp giá_phẩm đa,"['giá thành', 'hợp chất', 'hợp giá', 'phẩm đa', 'giá phải', 'bằng giá', 'nhiều sản', 'tầm giá', 'cao giá', 'giá cao']","['sản phẩm giá hợp lí', 'sản phẩm giá hợp lí', 'sản phẩm giá hợp lí']"
1277,35,4.3 Giá cả và Khuyến mãi,11.0,cao,1277_đáng mua_để trải_xứng giá_đáng giá,"['đáng mua', 'để trải', 'xứng giá', 'đáng giá', 'trải nghiệm', 'nghiệm đáng', 'xứng đáng', 'đáng để', 'mua trải', 'đáng tiền']","['nói chung đáng để mua trải nghiệm', 'nói chung đáng để mua trải nghiệm', 'nói chung đáng để mua trải nghiệm']"
1280,35,4.3 Giá cả và Khuyến mãi,23.0,cao,1280_chan bao_bì_mẫu_mã_đóng_gói_cẩn_thận bao_bì_mẫu_mã_ngọt bao_bì_mẫu_mã_bao_bì,"['chan bao_bì_mẫu_mã', 'đóng_gói_cẩn_thận bao_bì_mẫu_mã', 'ngọt bao_bì_mẫu_mã', 'bao_bì', 'chac chan', 'rẻ đóng_gói_cẩn_thận', 'chac', 'gois', 'ep chac', 'phẩm thơm']","['bao_bì_mẫu_mã chac chan', 'bao_bì_mẫu_mã chac chan', 'bao_bì_mẫu_mã chac chan']"
1287,35,4.3 Giá cả và Khuyến mãi,12.0,cao,1287_đáng tiền_tiền đáng_đáng giá_tiền mng,"['đáng tiền', 'tiền đáng', 'đáng giá', 'tiền mng', 'tiền bạc', 'tiền bao', 'nghiệp đáng', 'sạch_sẽ chuyên', 'bì sạch_sẽ', 'ncl đáng']","['đáng giá tiền', 'đáng giá tiền', 'đáng giá tiền']"
1295,34,4.3 Giá cả và Khuyến mãi,5.0,thấp,1295_xét sau_nhận xét_xét_sau nhận,"['xét sau', 'nhận xét', 'xét', 'sau nhận', 'sau đánh', 'trước đánh', 'giá sau', '', '', '']","['đánh giá sau', 'đánh giá sau', 'đánh giá sau']"
1332,34,4.3 Giá cả và Khuyến mãi,17.0,cao,1332_flash sale_flash_flashsale_cẩn_thận mua,"['flash sale', 'flash', 'flashsale', 'cẩn_thận mua', 'mua đợt', 'mua thử', 'sale gói', 'sale để', 'mua giá', 'mua trong']","['mua lúc flash sale shop live', 'mua lúc flash sale', 'mua flash sale giá phải']"
1336,34,4.3 Giá cả và Khuyến mãi,12.0,cao,1336_chăng giá_giá phải_chăng_,"['chăng giá', 'giá phải', 'chăng', '', '', '', '', '', '', '']","['giá phải chăng', 'giá phải chăng', 'giá phải chăng']"
1347,33,4.3 Giá cả và Khuyến mãi,5.0,thấp,1347_1-_1l_kiểm định_cấp,"['1-', '1l', 'kiểm định', 'cấp', 'giải', 'đặt vị', 'liệu', 'kiểm', 'chuẩn hàng', 'gồm']","['kiểm định rõ ràng đầy đủ 1l', 'đặt vị giao 1', 'đánh giá giao hàng 1 sao']"
1379,33,4.3 Giá cả và Khuyến mãi,23.0,cao,1379_mua giá_tốt_sale giá_tốt_tốt giá_phẩm mua,"['mua giá_tốt', 'sale giá_tốt', 'tốt giá', 'phẩm mua', 'đáng mua', 'hàng sản', 'hợp giá', 'giá_tốt sản', 'bán hàng', 'tiền mua']","['sản phẩm tốt phù hợp giá tiền dùng xong mua tiếp', 'sản phẩm tốt phù hợp giá tiền dùng xong mua tiếp', 'sản phẩm tốt phù hợp giá tiền dùng xong mua tiếp']"
1389,32,4.3 Giá cả và Khuyến mãi,12.0,cao,1389_hợp giá_lượng giá_giá phải_tiền chất,"['hợp giá', 'lượng giá', 'giá phải', 'tiền chất', 'tiền giá', 'hợp chất', 'tiền sản', 'đôi chất', 'tiền nó', 'tiền hàng']","['chất lượng sản phẩm phù hợp giá tiền', 'chất lượng sản phẩm phù hợp giá tiền', 'chất lượng sản phẩm phù hợp giá tiền']"
1391,32,4.3 Giá cả và Khuyến mãi,20.0,cao,1391_tỏi thơm_bột tỏi_tỏi tươi_tỏi,"['tỏi thơm', 'bột tỏi', 'tỏi tươi', 'tỏi', 'hành tỏi', 'tỏi băm', 'ngon bột', 'đâu mùi', 'bột ướp', 'mùi nhẹ']","['bột ướp nhiều không ra mùi cứ hành tỏi tươi', 'sững_sờ giá 1-0-2 chỉ 35 không hành 60 tỏi hàng chuẩn đẹp từ ngoại hình đến chất lượng', 'chưa đánh giá chất lượng sản phẩm cảm giác giống mùi tỏi phi']"
1414,32,4.3 Giá cả và Khuyến mãi,12.0,cao,1414_giá ổn_hợp giá_ổn giá_thích giá,"['giá ổn', 'hợp giá', 'ổn giá', 'thích giá', 'chất ổn', 'so giá', 'giá phù', 'tầm giá', 'giá sản', 'tiền sản']","['sản phẩm ổn phù hợp giá tiền', 'sản phẩm ổn phù hợp giá tiền', 'sản phẩm ổn phù hợp giá tiền']"
1428,32,4.3 Giá cả và Khuyến mãi,23.0,cao,1428_sale giá_tốt_giá_tốt đòi_bày bán_lượng giá,"['sale giá_tốt', 'giá_tốt đòi', 'bày bán', 'lượng giá', 'giá lại', 'những sản', 'hàng ổn', 'hàng đúng', 'lại hợp', 'thứ giao']","['không biết sao chứ những sản phẩm bày bán shop vô cùng chất lượng giá lại hợp lý', 'không biết sao chứ những sản phẩm bày bán shop vô cùng chất lượng giá lại hợp lý', 'không biết sao chứ những sản phẩm bày bán shop vô cùng chất lượng giá lại hợp lý']"
1438,31,4.3 Giá cả và Khuyến mãi,43.0,cao,1438_táo thơm_ngon_táo ngọt_ngọt táo_táo ngon,"['táo thơm_ngon', 'táo ngọt', 'ngọt táo', 'táo ngon', 'táo tươi', 'táo thơm', 'giác táo', 'ngon táo', 'táo hương_vị', 'hương_vị ngọt']","['hương_vị táo ngọt', 'hương_vị táo ngon ngọt tự nhiên', 'hương_vị táo ngon ngọt']"
1476,31,4.3 Giá cả và Khuyến mãi,16.0,cao,1476_mua giá_giá hời_giá phải_hợp giá,"['mua giá', 'giá hời', 'giá phải', 'hợp giá', 'để mua', 'giá giá', 'sale giá', 'giá sale', 'giá dùng', 'giá hạt']","['mua giá hời', 'mua giá hời', 'mua giá hời']"
1488,31,4.3 Giá cả và Khuyến mãi,28.0,cao,1488_shopee rẻ_sale rẻ_bán rẻ_mua rẻ,"['shopee rẻ', 'sale rẻ', 'bán rẻ', 'mua rẻ', 'giá rẻ', 'rẻ mua', 'rẻ rẻ', 'rẻ bán', 'rẻ giá', 'rẻ săn']","['shop bán rẻ', 'shop bán rẻ', 'giá shop bán rẻ']"
1495,31,4.3 Giá cả và Khuyến mãi,11.0,cao,1495_sale lại_mua thể_mua hộ_đi lại,"['sale lại', 'mua thể', 'mua hộ', 'đi lại', 'mua đi', 'thể lại', 'lại quay', 'hàng mua', 'cần mua', 'lại lần']","['mua quay lại cần', 'mua quay lại', 'mua quay lại']"
1510,30,4.3 Giá cả và Khuyến mãi,10.0,cao,1510_đắt hàng_hàng đắt_bán đắt_đắt,"['đắt hàng', 'hàng đắt', 'bán đắt', 'đắt', 'chúc đắt', 'giá sao', 'nếu tiền', 'may bán', 'tiền ăn', 'doanh']","['chúc shop đắt hàng', 'chúc shop đắt hàng', 'chúc shop đắt hàng']"
1517,30,4.3 Giá cả và Khuyến mãi,12.0,cao,1517_tiền giá_so giá_phí tiền_hợp giá,"['tiền giá', 'so giá', 'phí tiền', 'hợp giá', 'giá cao', 'đúng tiền', 'phí', 'tiền phù', 'tiền nói', 'chung giá']","['nói chung giá tiền', 'nói chung giá tiền', 'nói chung giá tiền']"
1535,30,4.3 Giá cả và Khuyến mãi,12.0,cao,1535_giá hạt_giá cũm_giá kì_thị giá,"['giá hạt', 'giá cũm', 'giá kì', 'thị giá', 'dẻ giá', 'giá chi', 'dụng giá', 'giá vàng', 'hạt dẻ', 'dẻ']","['giá hạt dẻ', 'giá hạt dẻ', 'giá hạt dẻ']"
1551,30,4.3 Giá cả và Khuyến mãi,12.0,cao,1551_giá_tốt sản_giá_tốt giá_tốt_giá_tốt so_giá phải,"['giá_tốt sản', 'giá_tốt giá_tốt', 'giá_tốt so', 'giá phải', 'ngon giá', 'phẩm giá_tốt', 'tầm giá', 'tốt giá', 'so giá', 'product']","['sản phẩm giá_tốt', 'sản phẩm giá_tốt', 'sản phẩm giá_tốt']"
1560,30,4.3 Giá cả và Khuyến mãi,42.0,cao,1560_hương_vị nấu_nấu hương_vị_nấu thơm_thơm_ngon nấu,"['hương_vị nấu', 'nấu hương_vị', 'nấu thơm', 'thơm_ngon nấu', 'hương_vị ngon', 'thơm nấu', 'ăn hương_vị', 'nấu cháo', 'để nấu', 'nấu để']","['hương_vị nấu ăn thử đánh giá', 'hương_vị nấu ăn thử đánh giá', 'hương_vị nấu thử ăn thơm ngon']"
1573,29,4.3 Giá cả và Khuyến mãi,12.0,cao,1573_giáng sinh_kính chúc_năm nay_an lành,"['giáng sinh', 'kính chúc', 'năm nay', 'an lành', 'chúc quý', 'lành', 'vẹn toàn', 'sinh năm', 'vời', 'vẹn']","['tb giáng sinh an lành năm vẹn toàn', 'tb giáng sinh an lành năm vẹn toàn', 'tb giáng sinh an lành năm vẹn toàn']"
1586,29,4.3 Giá cả và Khuyến mãi,13.0,cao,1586_bì hộp_hàng hộp_mua hộp_gói hộp,"['bì hộp', 'hàng hộp', 'mua hộp', 'gói hộp', 'hộp giao', 'giao hộp', 'trong hộp', 'giá hộp', 'hộp trông', 'đến hộp']","['shop đóng gói hộp to quớ', 'shop gói trong cái hộp to vậy đỡ mất hàng', 'shop giao hộp to đùng']"
1635,28,4.3 Giá cả và Khuyến mãi,12.0,cao,1635_đúng giá_ổn giá_giá thành_hàng ổn,"['đúng giá', 'ổn giá', 'giá thành', 'hàng ổn', 'giá hàng', 'chung giá', 'nchung ổn', 'thành ổn', 'ổn đúng', 'ổn nói']","['giá thành ổn', 'giá thành ổn', 'giá thành ổn']"
1637,28,4.3 Giá cả và Khuyến mãi,12.0,cao,1637_giá ổn_ổn giá_giá bình_bằng giá,"['giá ổn', 'ổn giá', 'giá bình', 'bằng giá', 'giá mức', 'hàng giá', 'tầm giá', 'lại giá', 'hãng giá', 'cao giá']","['giá bình ổn', 'giá bình ổn', 'giá bình ổn']"
1645,28,4.3 Giá cả và Khuyến mãi,24.0,cao,1645_rẻ giá_lại rẻ_rẻ hàng_đối rẻ,"['rẻ giá', 'lại rẻ', 'rẻ hàng', 'đối rẻ', 'hạt rẻ', 'giá tương', 'ổn giá', 'mng giá', 'giá lại', 'hạ']","['giá lại rẻ', 'giá lại rẻ', 'giá lại rẻ']"
1648,28,4.3 Giá cả và Khuyến mãi,11.0,cao,1648_phẩm mua_khách hàng_hàng sản_giá mỗi,"['phẩm mua', 'khách hàng', 'hàng sản', 'giá mỗi', 'phân sản', 'hợp giá', 'đủ sản', 'phẩm đủ_số_lượng', 'hết sản', 'giao đầy']","['shop giao đúng đủ sản phẩm', 'shop giao đúng đủ sản phẩm', 'shop giao đúng đủ sản phẩm']"
1652,28,4.3 Giá cả và Khuyến mãi,11.0,cao,1652_về chất_sao giá_giá tốt_sao biết,"['về chất', 'sao giá', 'giá tốt', 'sao biết', 'ra sao', 'lượng thế', 'nhận xét', 'lượng ra', 'nào biết', 'xét']","['không biết chất lượng ra sao', 'không biết chất lượng ra sao', 'không biết chất lượng ra sao']"
1653,28,4.3 Giá cả và Khuyến mãi,24.0,cao,1653_giá 9k_sale 9k_mua giá_tốt_giá_tốt chưa,"['giá 9k', 'sale 9k', 'mua giá_tốt', 'giá_tốt chưa', '9k', 'mua giá', 'giá hời', 'sale 10k', '10k', 'hời mua']","['mua giá 9k không dám tin', 'mua giá 9k', 'mua giá sale 9k']"
1674,28,4.3 Giá cả và Khuyến mãi,12.0,cao,1674_tiền chất_lượng_tốt_hợp giá_giá cao_so giá,"['tiền chất_lượng_tốt', 'hợp giá', 'giá cao', 'so giá', 'tiền chất', 'chất_lượng_tốt chất', 'tốt nếu', 'cao chất', 'tiền hài', 'tốt so']","['chất lượng sản phẩm tốt phù hợp giá tiền', 'chất lượng sản phẩm tốt phù hợp giá tiền', 'chất lượng sản phẩm tốt phù hợp giá tiền']"
1693,28,4.3 Giá cả và Khuyến mãi,11.0,cao,1693_chưa cảm_đâu cảm_nào cảm_giác ít,"['chưa cảm', 'đâu cảm', 'nào cảm', 'giác ít', 'tiền cảm', 'thể cảm', 'giác no', 'no chưa', 'cảm nhận', 'gì đâu']","['chưa cảm nhận', 'chưa cảm nhận', 'chưa cảm nhận']"
1718,27,4.3 Giá cả và Khuyến mãi,12.0,cao,1718_lượng giá_tốt_giá chất_lượng_tốt_giá_tốt chất_giá giá_tốt,"['lượng giá_tốt', 'giá chất_lượng_tốt', 'giá_tốt chất', 'giá giá_tốt', 'giá_tốt mong', 'good quality', 'giá_tốt giá_tốt', 'giá_tốt so', 'quality', 'quality and']","['giá_tốt chất lượng', 'chất lượng giá_tốt', 'chất lượng giá_tốt']"
1719,27,4.3 Giá cả và Khuyến mãi,14.0,cao,1719_live giá_tốt_live giá_mua giá_tốt_giá_tốt mua,"['live giá_tốt', 'live giá', 'mua giá_tốt', 'giá_tốt mua', 'trên live', 'giá mua', 'live', 'giảm giá_tốt', 'trọng mua', 'giảm giá']","['mua live giá_tốt', 'mua trên live giá_tốt', 'mua trên live giá_tốt']"
1730,27,4.3 Giá cả và Khuyến mãi,16.0,cao,1730_giá_tốt chất_giá tốt_lượng giá_tốt_giá_tốt so,"['giá_tốt chất', 'giá tốt', 'lượng giá_tốt', 'giá_tốt so', 'sale giá_tốt', 'giá_tốt giao', 'giá_tốt chất_lượng_tốt', 'đáng mua', 'phẩm giá_tốt', 'giá chất']","['chất lượng sản phẩm tốt so cái giá', 'chất lượng sản phẩm tốt so cái giá', 'chất lượng sản phẩm tốt so cái giá']"
1732,27,4.3 Giá cả và Khuyến mãi,12.0,cao,1732_phẩm trẻ_trẻ chất_trẻ nhỏ_trẻ,"['phẩm trẻ', 'trẻ chất', 'trẻ nhỏ', 'trẻ', 'trẻ trên', 'trẻ từ', 'các bé', 'tuổi chất', 'trẻ tháng', 'trên chất']","['trẻ chất lượng sản phẩm', 'trẻ chất lượng sản phẩm', 'trẻ chất lượng sản phẩm']"
1737,27,4.3 Giá cả và Khuyến mãi,12.0,cao,1737_giám sát_bảo quản_quản sử_giám,"['giám sát', 'bảo quản', 'quản sử', 'giám', 'quản lý', 'dụng bảo', 'bảo hành', 'hướng dẫn', 'việc bảo', 'nhiệm']","['bản sao chụp lại thông tin về việc bảo quản sử dụng phù hợp', 'giám sát nghiêm ngặt', 'giám sát nghiêm ngặt']"
1740,27,4.3 Giá cả và Khuyến mãi,10.0,cao,1740_cẩm gạo_trưng gạo_giống gạo_trắng gạo,"['cẩm gạo', 'trưng gạo', 'giống gạo', 'trắng gạo', 'mềm gạo', 'cùng gạo', 'gạo trắng', 'lệ gạo', 'so gạo', 'gạo lức']","['ăn chung gạo trắng ngon', 'gạo trắng trẻo hạt tròn mẩy nhìn thích', 'gạo trắng trẻo hạt tròn mẩy nhìn thích']"
1754,27,4.3 Giá cả và Khuyến mãi,24.0,cao,1754_sale giá_tốt_sale tốt_giá tốt_giá sale,"['sale giá_tốt', 'sale tốt', 'giá tốt', 'giá sale', 'sale giá', 'bán giá', 'hàng sale', 'sales giá', 'chỗ bán', 'giá mua']","['giá sale tốt', 'giá sale tốt', 'giá sale tốt']"
1767,27,4.3 Giá cả và Khuyến mãi,29.0,cao,1767_đợt sale_giá sale_mua đợt_giảm giá,"['đợt sale', 'giá sale', 'mua đợt', 'giảm giá', 'ngày sale', 'mua giảm', 'giá mua', 'khuyến mại', 'mua ngay', 'mại mua']","['mua đúng đợt giảm giá', 'mua đúng đợt giảm giá', 'mua đúng đợt giảm giá']"
1768,27,4.3 Giá cả và Khuyến mãi,12.0,cao,1768_cảm giác_cảm nhận_nhìu cảm_hết cảm,"['cảm giác', 'cảm nhận', 'nhìu cảm', 'hết cảm', 'giác khó', 'theo cảm', 'khác cảm', 'sao cảm', 'chia cảm', 'vị giác']","['cảm giác giòn', 'sao cảm giác như mút xốp nhỉ', 'theo cảm nhận ruốc vụn đối vị giác đậm xíu']"
1770,27,4.3 Giá cả và Khuyến mãi,12.0,cao,1770_giá túi_túi tiền_tiền ủng_tiền giá,"['giá túi', 'túi tiền', 'tiền ủng', 'tiền giá', 'lượng túi', 'tiền thế', 'lượng giá', 'dùng giá', 'phẩm túi', 'giá phù']","['giá hợp túi tiền', 'giá hợp túi tiền', 'vì giá hợp túi tiền']"
1772,27,4.3 Giá cả và Khuyến mãi,16.0,cao,1772_giá ổn_giá tương_giá mua_giá bán,"['giá ổn', 'giá tương', 'giá mua', 'giá bán', 'mua giá', 'giá sale', 'giá thành', 'chung giá', 'giá vậy', 'đáng mua']","['giá bán hợp lý', 'giá bán hợp lý', 'giá bán hợp lý']"
1781,27,4.3 Giá cả và Khuyến mãi,12.0,cao,1781_đáng giá_giá cao_đáng mua_đáng tiền,"['đáng giá', 'giá cao', 'đáng mua', 'đáng tiền', 'tiền đáng', 'phẩm đáng', 'tiền sản', 'mua sản', 'phẩm giá', 'phẩm xứng']","['sản phẩm đáng giá tiền', 'sản phẩm đáng giá tiền', 'sản phẩm đáng giá tiền']"
1783,27,4.3 Giá cả và Khuyến mãi,10.0,cao,1783_uống trà_trà uống_tốt trà_khỏe trà,"['uống trà', 'trà uống', 'tốt trà', 'khỏe trà', 'ngon trà', 'cảm trà', 'trà thơm', 'trà giúp', 'trà nhiều', 'vọng trà']","['mẹ bảo lúc uống trà ngủ ngon', 'trà giúp ngủ ngon', 'uống trà giúp ngủ ngon hơn cảm giác mát trong không ngọt']"
1834,26,4.3 Giá cả và Khuyến mãi,11.0,cao,1834_túi 1kg_1kg 1kg_2kg giá_1kg nhiều,"['túi 1kg', '1kg 1kg', '2kg giá', '1kg nhiều', '1kg to', '1kg', '1kg về', '1kg chưa', '1kg mua', '2kg']","['túi 1kg to', 'mua túi 1kg về cân 750g', 'mua túi loại 1kg chưa đến 160k']"
1841,25,4.3 Giá cả và Khuyến mãi,12.0,cao,1841_lượng dùng_giá chất_để dùng_cần dùng,"['lượng dùng', 'giá chất', 'để dùng', 'cần dùng', 'cần sử', 'giá dùng', 'phải dùng', 'dụng chất', 'về chất', 'lượng cần']","['chất lượng đánh giá sau sử dụng', 'chất lượng đánh giá sau sử dụng', 'chất lượng đánh giá sau sử dụng']"
1856,25,4.3 Giá cả và Khuyến mãi,24.0,cao,1856_mua rẻ_rẻ ổn_sale rẻ_rẻ săn,"['mua rẻ', 'rẻ ổn', 'sale rẻ', 'rẻ săn', 'rẻ chất', 'rẻ hàng', 'rẻ hời', 'gái rẻ', 'mua 5kg', '5kg']","['săn sale mua rẻ', 'săn sale mua rẻ', 'săn sale mua 5kg rẻ áaa']"
1877,25,4.3 Giá cả và Khuyến mãi,12.0,cao,1877_giá mua_mua giá_299k_giá 9k,"['giá mua', 'mua giá', '299k', 'giá 9k', 'giá chát', 'giá km', 'giá gốc', 'mua đơn', 'nào giá', 'mua lẻ']","['mua đơn hàng từ 299k vnd', 'phiên bản gói to không phải nhỏ như trước đâu nào lô săn hụt về bù giá km nhất chỉ túi 880gr 40 miếng tt bán ra', 'phiên bản gói to không phải nhỏ như trước đâu nào lô săn hụt về bù giá km nhất chỉ túi 880gr 40 miếng tt bán ra']"
1882,25,4.3 Giá cả và Khuyến mãi,24.0,cao,1882_sale giá_tốt_mua giá_tốt_sale tốt_giá_tốt mua,"['sale giá_tốt', 'mua giá_tốt', 'sale tốt', 'giá_tốt mua', 'hàng mua', 'sale để', 'mua giá', 'hàng sale', 'giá sale', 'để mua']","['mua sale giá_tốt', 'mua sale giá_tốt', 'mua sale giá_tốt']"
